address;source_location;insn;indent
0x523f0;:0;PUSH	%R15;
0x53141;:0;JMP	52e05 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa15>;
0x53146;:0;NOPW	%CS:(%RAX,%RAX,1);
0x53150;:0;JNE	538e5 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x14f5>;  (306) 
0x53156;:0;SUBQ	$0x1,(%RBP);(305) 
0x5315b;:0;JNE	52e6f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa7f>;(305) 
0x53161;:0;MOV	%RBP,%RDI;(305) 
0x53164;:0;CALL	77f0 <_Py_Dealloc@plt>;(305) 
0x53169;:0;JMP	52e6f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa7f>;(305) 
0x5316e;:0;XCHG	%AX,%AX;
0x53170;:0;JNE	538b9 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x14c9>;(305) 
0x53176;:0;SUBQ	$0x1,(%RBX);
0x5317a;:0;JNE	52e90 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xaa0>;
0x53180;:0;MOV	%RBX,%RDI;
0x53183;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x53188;:0;JMP	52e90 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xaa0>;
0x5318d;:0;NOPL	(%RAX);
0x53190;:0;MOV	%RBX,%RDI;
0x53193;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x53198;:0;JMP	5275f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x36f>;
0x5319d;:0;NOPL	(%RAX);
0x531a0;:0;MOV	0x32159(%RIP),%RDI;
0x531a7;:0;CMP	0x2de1a(%RIP),%RDI;
0x531ae;:0;JE	531c6 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xdd6>;
0x531b0;:0;MOV	0x8(%RSI),%RAX;
0x531b4;:0;TESTB	$0x10,0xab(%RAX);
0x531bb;:0;JE	531d0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xde0>;
0x531bd;:0;CMP	0x2dda4(%RIP),%RAX;
0x531c4;:0;JE	531d0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xde0>;
0x531c6;:0;CALL	70e0 <PyNumber_Remainder@plt>;
0x531cb;:0;MOV	%RAX,%RBP;
0x531ce;:0;JMP	531d8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xde8>;
0x531d0;:0;CALL	7100 <PyUnicode_Format@plt>;
0x531d5;:0;MOV	%RAX,%RBP;
0x531d8;:0;TEST	%RBP,%RBP;
0x531db;:0;JE	53982 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1592>;
0x531e1;:0;MOV	0x33208(%RIP),%RDI;
0x531e8;:0;LEA	0x128(%RSP),%RSI;
0x531f0;:0;MOVQ	$0,0x120(%RSP);
0x531fc;:0;MOV	%RBP,0x128(%RSP);
0x53204;:0;CALL	19530 <_ZL27__Pyx_PyObject_FastCallDictP7_objectPS0_mS0_.constprop.0>;
0x53209;:0;MOV	%RAX,%R9;
0x5320c;:0;TEST	%RAX,%RAX;
0x5320f;:0;JE	5399a <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x15aa>;
0x53215;:0;SUBQ	$0x1,(%RBP);
0x5321a;:0;JE	5334a <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xf5a>;
0x53220;:0;XOR	%ESI,%ESI;
0x53222;:0;MOV	%R9,%RDI;
0x53225;:0;MOV	%R9,(%RSP);
0x53229;:0;CALL	18010 <_ZL11__Pyx_RaiseP7_objectS0_S0_S0_.constprop.0>;
0x5322e;:0;MOV	(%RSP),%R9;
0x53232;:0;SUBQ	$0x1,(%R9);
0x53236;:0;JE	5333d <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xf4d>;
0x5323c;:0;XOR	%EBP,%EBP;
0x5323e;:0;MOV	$0x8481,%ESI;
0x53243;:0;MOV	$0x3e0,%R15D;
0x53249;:0;XOR	%EBX,%EBX;
0x5324b;:0;MOV	$0x1,%R14D;
0x53251;:0;JMP	52e3e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4e>;
0x53256;:0;MOV	0x18(%RBX),%R11;
0x5325a;:0;ADDQ	$0x1,(%R11);
0x5325e;:0;JMP	526bf <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x2cf>;
0x53263;:0;XOR	%EBP,%EBP;
0x53265;:0;MOV	$0x8493,%ESI;
0x5326a;:0;MOV	$0x3e3,%R15D;
0x53270;:0;MOV	$0x1,%R14D;
0x53276;:0;JMP	52e3e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4e>;
0x5327b;:0;CALL	7360 <PyObject_GetAttr@plt>;
0x53280;:0;MOV	%RAX,%RBX;
0x53283;:0;JMP	524c2 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xd2>;
0x53288;:0;MOV	0x31e49(%RIP),%RDI;
0x5328f;:0;LEA	0x31a1a(%RIP),%RDX;
0x53296;:0;LEA	0x31a1b(%RIP),%RSI;
0x5329d;:0;CALL	1bf00 <_ZL26__Pyx__GetModuleGlobalNameP7_objectPmPS0_>;
0x532a2;:0;MOV	%RAX,%R13;
0x532a5;:0;JMP	52f5a <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xb6a>;
0x532aa;:0;MOV	%RBX,%R9;
0x532ad;:0;XOR	%EBP,%EBP;
0x532af;:0;XOR	%EBX,%EBX;
0x532b1;:0;MOV	$0x1,%R14D;
0x532b7;:0;MOV	$0x8495,%ESI;
0x532bc;:0;MOV	$0x3e3,%R15D;
0x532c2;:0;JMP	52fa8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xbb8>;
0x532c7;:0;MOV	%R12,%R13;
0x532ca;:0;MOV	$0x1,%R14D;
0x532d0;:0;XOR	%EBP,%EBP;
0x532d2;:0;MOV	$0x849a,%ESI;
0x532d7;:0;MOV	$0x3e3,%R15D;
0x532dd;:0;XOR	%R8D,%R8D;
0x532e0;:0;XOR	%R12D,%R12D;
0x532e3;:0;XOR	%EBX,%EBX;
0x532e5;:0;JMP	52e14 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa24>;
0x532ea;:0;MOV	%R8,%RDI;  (306) 
0x532ed;:0;MOV	%R9,(%RSP);  (306) 
0x532f1;:0;CALL	77f0 <_Py_Dealloc@plt>;  (306) 
0x532f6;:0;MOV	(%RSP),%R9;  (306) 
0x532fa;:0;JMP	52d71 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x981>;  (306) 
0x532ff;:0;MOV	%R12,%RDI;
0x53302;:0;MOV	%RAX,0x10(%RSP);
0x53307;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x5330c;:0;MOV	0x10(%RSP),%R11;
0x53311;:0;JMP	526b6 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x2c6>;
0x53316;:0;XOR	%EBP,%EBP;
0x53318;:0;MOV	$0x84c1,%ESI;
0x5331d;:0;MOV	$0x3e7,%R15D;
0x53323;:0;XOR	%EBX,%EBX;
0x53325;:0;MOV	$0x1,%R14D;
0x5332b;:0;JMP	52e3e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4e>;
0x53330;:0;MOV	%R9,%RDI;  (306) 
0x53333;:0;CALL	77f0 <_Py_Dealloc@plt>;  (306) 
0x53338;:0;JMP	52d9b <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9ab>;  (306) 
0x5333d;:0;MOV	%R9,%RDI;
0x53340;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x53345;:0;JMP	5323c <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xe4c>;
0x5334a;:0;MOV	%RBP,%RDI;
0x5334d;:0;MOV	%RAX,(%RSP);
0x53351;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x53356;:0;MOV	(%RSP),%R9;
0x5335a;:0;JMP	53220 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xe30>;
0x5335f;:0;MOV	$0x84f7,%ESI;
0x53364;:0;MOV	$0x3ec,%R15D;
0x5336a;:0;JMP	52dca <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9da>;
0x5336f;:0;MOVDQA	0x130(%RSP),%XMM4;
0x53378;:0;MOV	%R12,%RBX;
0x5337b;:0;XOR	%R10D,%R10D;
0x5337e;:0;MOV	%R12,0x120(%RSP);
0x53386;:0;MOVDQA	0x120(%RSP),%XMM3;
0x5338f;:0;XOR	%R13D,%R13D;
0x53392;:0;MOVDQA	0x140(%RSP),%XMM5;
0x5339b;:0;MOVDQA	0x150(%RSP),%XMM6;
0x533a4;:0;MOVAPS	%XMM4,0x60(%RSP);
0x533a9;:0;MOVDQA	0x160(%RSP),%XMM7;
0x533b2;:0;MOVDQA	0x180(%RSP),%XMM4;
0x533bb;:0;MOVAPS	%XMM3,0x50(%RSP);
0x533c0;:0;MOVDQA	0x170(%RSP),%XMM3;
0x533c9;:0;MOVDQA	0x1c0(%RSP),%XMM2;
0x533d2;:0;MOVAPS	%XMM5,0x70(%RSP);
0x533d7;:0;MOVDQA	0x190(%RSP),%XMM5;
0x533e0;:0;MOVAPS	%XMM6,0x80(%RSP);
0x533e8;:0;MOVDQA	0x1a0(%RSP),%XMM6;
0x533f1;:0;MOVAPS	%XMM7,0x90(%RSP);
0x533f9;:0;MOVDQA	0x1b0(%RSP),%XMM7;
0x53402;:0;MOVAPS	%XMM3,0xa0(%RSP);
0x5340a;:0;MOVDQA	0x1d0(%RSP),%XMM3;
0x53413;:0;MOVAPS	%XMM4,0xb0(%RSP);
0x5341b;:0;MOVDQA	0x1e0(%RSP),%XMM4;
0x53424;:0;MOVAPS	%XMM5,0xc0(%RSP);
0x5342c;:0;MOVAPS	%XMM6,0xd0(%RSP);
0x53434;:0;MOVAPS	%XMM7,0xe0(%RSP);
0x5343c;:0;MOVAPS	%XMM2,0xf0(%RSP);
0x53444;:0;MOVAPS	%XMM3,0x100(%RSP);
0x5344c;:0;MOVAPS	%XMM4,0x110(%RSP);
0x53454;:0;JMP	52a08 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x618>;
0x53459;:0;MOV	%R12,%RDI;
0x5345c;:0;MOV	%R9,0x38(%RSP);
0x53461;:0;MOV	%R11,0x30(%RSP);
0x53466;:0;MOV	%R8,0x18(%RSP);
0x5346b;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x53470;:0;MOV	0x38(%RSP),%R9;
0x53475;:0;MOV	0x30(%RSP),%R11;
0x5347a;:0;MOV	0x18(%RSP),%R8;
0x5347f;:0;JMP	5282a <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x43a>;
0x53484;:0;MOV	0x320c5(%RIP),%RSI;
0x5348b;:0;MOV	%R14,%RDI;
0x5348e;:0;CALL	15320 <_ZL25__Pyx_PyObject_GetAttrStrP7_objectS0_>;
0x53493;:0;MOV	%RAX,%RBP;
0x53496;:0;TEST	%RAX,%RAX;
0x53499;:0;JE	53a19 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1629>;
0x5349f;:0;MOV	0x31e4a(%RIP),%RDI;
0x534a6;:0;CMP	0x2db1b(%RIP),%RDI;
0x534ad;:0;JE	53a09 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1619>;
0x534b3;:0;MOV	0x8(%RAX),%RAX;
0x534b7;:0;TESTB	$0x10,0xab(%RAX);
0x534be;:0;JE	534cd <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x10dd>;
0x534c0;:0;CMP	0x2daa1(%RIP),%RAX;
0x534c7;:0;JNE	53a09 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1619>;
0x534cd;:0;MOV	%RBP,%RSI;
0x534d0;:0;CALL	7100 <PyUnicode_Format@plt>;
0x534d5;:0;MOV	%RAX,%R11;
0x534d8;:0;MOV	(%RBP),%RAX;
0x534dc;:0;SUB	$0x1,%RAX;
0x534e0;:0;TEST	%R11,%R11;
0x534e3;:0;JE	539ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x15fe>;
0x534e9;:0;MOV	%RAX,(%RBP);
0x534ed;:0;TEST	%RAX,%RAX;
0x534f0;:0;JE	5381f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x142f>;
0x534f6;:0;MOV	0x32ef3(%RIP),%RDI;
0x534fd;:0;LEA	0x128(%RSP),%RSI;
0x53505;:0;MOV	%R11,0x128(%RSP);
0x5350d;:0;MOV	%R11,(%RSP);
0x53511;:0;MOVQ	$0,0x120(%RSP);
0x5351d;:0;CALL	19530 <_ZL27__Pyx_PyObject_FastCallDictP7_objectPS0_mS0_.constprop.0>;
0x53522;:0;MOV	(%RSP),%R11;
0x53526;:0;TEST	%RAX,%RAX;
0x53529;:0;MOV	%RAX,%RBP;
0x5352c;:0;JE	53a31 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1641>;
0x53532;:0;SUBQ	$0x1,(%R11);
0x53536;:0;JE	53834 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1444>;
0x5353c;:0;XOR	%ESI,%ESI;
0x5353e;:0;MOV	%RBP,%RDI;
0x53541;:0;CALL	18010 <_ZL11__Pyx_RaiseP7_objectS0_S0_S0_.constprop.0>;
0x53546;:0;SUBQ	$0x1,(%RBP);
0x5354b;:0;JE	53841 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1451>;
0x53551;:0;XOR	%EBP,%EBP;
0x53553;:0;MOV	$0x84af,%ESI;
0x53558;:0;MOV	$0x3e4,%R15D;
0x5355e;:0;XOR	%EBX,%EBX;
0x53560;:0;MOV	$0x1,%R14D;
0x53566;:0;JMP	52e3e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4e>;
0x5356b;:0;MOV	%R8,%RDI;
0x5356e;:0;MOV	%R9,0x30(%RSP);
0x53573;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x53578;:0;MOV	0x30(%RSP),%R9;
0x5357d;:0;MOV	0x18(%RSP),%R11;
0x53582;:0;JMP	5286c <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x47c>;
0x53587;:0;MOV	%RBX,%R9;
0x5358a;:0;XOR	%R8D,%R8D;
0x5358d;:0;XOR	%R13D,%R13D;
0x53590;:0;XOR	%EBX,%EBX;
0x53592;:0;XOR	%EBP,%EBP;
0x53594;:0;MOV	$0x8497,%ESI;
0x53599;:0;MOV	$0x3e3,%R15D;
0x5359f;:0;MOV	$0x1,%R14D;
0x535a5;:0;JMP	52fc1 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xbd1>;
0x535aa;:0;MOV	$0x84cd,%ESI;
0x535af;:0;MOV	$0x3e8,%R15D;
0x535b5;:0;JMP	52e3e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4e>;
0x535ba;:0;CALL	7360 <PyObject_GetAttr@plt>;
0x535bf;:0;MOV	%RAX,%RBX;
0x535c2;:0;JMP	52641 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x251>;
0x535c7;:0;MOV	%R11,%RDI;
0x535ca;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x535cf;:0;JMP	528b9 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x4c9>;
0x535d4;:0;MOV	%R9,%RDI;
0x535d7;:0;MOV	%R11,0x18(%RSP);
0x535dc;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x535e1;:0;MOV	0x18(%RSP),%R11;
0x535e6;:0;JMP	528af <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x4bf>;
0x535eb;:0;MOV	%R13,%RDI;
0x535ee;:0;MOV	%R9,0x30(%RSP);
0x535f3;:0;MOV	%R11,0x18(%RSP);
0x535f8;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x535fd;:0;MOV	0x30(%RSP),%R9;
0x53602;:0;MOV	0x18(%RSP),%R11;
0x53607;:0;JMP	528a5 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x4b5>;
0x5360c;:0;MOV	%R12,%RDI;
0x5360f;:0;MOV	%R10,0x8(%RSP);
0x53614;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x53619;:0;MOV	0x8(%RSP),%R10;
0x5361e;:0;JMP	52a13 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x623>;
0x53623;:0;MOV	%R11,0x18(%RSP);
0x53628;:0;CALL	7380 <PyErr_Occurred@plt>;
0x5362d;:0;MOV	0x18(%RSP),%R11;
0x53632;:0;TEST	%RAX,%RAX;
0x53635;:0;JE	526ea <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x2fa>;
0x5363b;:0;XOR	%EBX,%EBX;
0x5363d;:0;MOV	$0x84d2,%ESI;
0x53642;:0;MOV	$0x3e8,%R15D;
0x53648;:0;XOR	%R8D,%R8D;
0x5364b;:0;XOR	%R12D,%R12D;
0x5364e;:0;XOR	%R13D,%R13D;
0x53651;:0;JMP	52e05 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa15>;
0x53656;:0;MOV	0x3226b(%RIP),%RDI;
0x5365d;:0;LEA	0x3163c(%RIP),%RDX;
0x53664;:0;LEA	0x3163d(%RIP),%RSI;
0x5366b;:0;CALL	1bf00 <_ZL26__Pyx__GetModuleGlobalNameP7_objectPmPS0_>;
0x53670;:0;MOV	%RAX,%RBX;
0x53673;:0;TEST	%RBX,%RBX;
0x53676;:0;JNE	52720 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x330>;
0x5367c;:0;MOV	$0x84dd,%ESI;
0x53681;:0;MOV	$0x3ec,%R15D;
0x53687;:0;JMP	52e3e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4e>;
0x5368c;:0;MOV	%RBX,%R13;
0x5368f;:0;MOV	$0x84cf,%ESI;
0x53694;:0;MOV	$0x3e8,%R15D;
0x5369a;:0;JMP	532dd <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xeed>;
0x5369f;:0;MOV	0x32222(%RIP),%RDI;
0x536a6;:0;CALL	1bd00 <_ZL20__Pyx_GetBuiltinNameP7_object>;
0x536ab;:0;MOV	%RAX,%RBX;
0x536ae;:0;JMP	53673 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1283>;
0x536b0;:0;MOV	%RBX,%R11;
0x536b3;:0;XOR	%R8D,%R8D;
0x536b6;:0;XOR	%R12D,%R12D;
0x536b9;:0;XOR	%EBX,%EBX;
0x536bb;:0;MOV	$0x84df,%ESI;
0x536c0;:0;MOV	$0x3ec,%R15D;
0x536c6;:0;JMP	52e05 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa15>;
0x536cb;:0;CALL	7360 <PyObject_GetAttr@plt>;
0x536d0;:0;MOV	%RAX,%R13;
0x536d3;:0;JMP	52743 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x353>;
0x536d8;:0;MOV	%R11,%RDI;
0x536db;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x536e0;:0;JMP	52c45 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x855>;
0x536e5;:0;MOV	$0x84e2,%ESI;
0x536ea;:0;MOV	$0x3ec,%R15D;
0x536f0;:0;JMP	532dd <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xeed>;
0x536f5;:0;MOV	$0x84e4,%ESI;
0x536fa;:0;MOV	$0x3ec,%R15D;
0x53700;:0;MOV	%R9,%RBX;
0x53703;:0;XOR	%R8D,%R8D;
0x53706;:0;XOR	%R12D,%R12D;
0x53709;:0;JMP	52e05 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa15>;
0x5370e;:0;XOR	%EBX,%EBX;
0x53710;:0;MOV	$0x84e9,%ESI;
0x53715;:0;MOV	$0x3ec,%R15D;
0x5371b;:0;JMP	52fa8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xbb8>;
0x53720;:0;XOR	%EDI,%EDI;
0x53722;:0;CALL	78b0 <PyLong_FromSsize_t@plt>;
0x53727;:0;MOV	%RAX,%R12;
0x5372a;:0;TEST	%RAX,%RAX;
0x5372d;:0;JE	5368c <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x129c>;
0x53733;:0;MOV	%RAX,%RSI;
0x53736;:0;MOV	%RBX,%RDI;
0x53739;:0;CALL	72a0 <PyObject_GetItem@plt>;
0x5373e;:0;JMP	526a8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x2b8>;
0x53743;:0;MOV	$0x84f0,%ESI;
0x53748;:0;XOR	%R12D,%R12D;
0x5374b;:0;MOV	(%R9),%RAX;
0x5374e;:0;XOR	%EBX,%EBX;
0x53750;:0;MOV	$0x3ec,%R15D;
0x53756;:0;SUB	$0x1,%RAX;
0x5375a;:0;MOV	%RAX,(%R9);
0x5375d;:0;JNE	52e05 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa15>;
0x53763;:0;JMP	52fc1 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xbd1>;
0x53768;:0;NOPL	(%RAX,%RAX,1);
0x53770;:0;MOV	0x32151(%RIP),%RDI;
0x53777;:0;LEA	0x31512(%RIP),%RDX;
0x5377e;:0;MOV	%R9,0x30(%RSP);
0x53783;:0;LEA	0x3150e(%RIP),%RSI;
0x5378a;:0;MOV	%R11,0x18(%RSP);
0x5378f;:0;CALL	1bf00 <_ZL26__Pyx__GetModuleGlobalNameP7_objectPmPS0_>;
0x53794;:0;MOV	0x30(%RSP),%R9;
0x53799;:0;MOV	0x18(%RSP),%R11;
0x5379e;:0;MOV	%RAX,%R12;
0x537a1;:0;TEST	%R12,%R12;
0x537a4;:0;JNE	527de <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x3ee>;
0x537aa;:0;XOR	%R8D,%R8D;
0x537ad;:0;MOV	$0x84eb,%ESI;
0x537b2;:0;JMP	5374b <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x135b>;
0x537b4;:0;XOR	%EBX,%EBX;
0x537b6;:0;MOV	$0x84c1,%ESI;
0x537bb;:0;MOV	$0x3e7,%R15D;
