address;source_location;insn;indent
0x34fd0;:0;PUSH	%R15;
0x35c59;:0;TEST	%EAX,%EAX;
0x35c5b;:0;JS	35a46 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa76>;
0x35c61;:0;SUB	$0x1,%RAX;
0x35c65;:0;MOV	%RAX,(%R14);
0x35c68;:0;JNE	35a46 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa76>;
0x35c6e;:0;MOV	%R14,%RDI;
0x35c71;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35c76;:0;JMP	35a46 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa76>;
0x35c7b;:0;NOPL	(%RAX,%RAX,1);
0x35c80;:0;MOV	0x49ef9(%RIP),%RDI;
0x35c87;:0;CMP	0x4633a(%RIP),%RDI;
0x35c8e;:0;JE	35ca6 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xcd6>;
0x35c90;:0;MOV	0x8(%RSI),%RAX;
0x35c94;:0;TESTB	$0x10,0xab(%RAX);
0x35c9b;:0;JE	35cb0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xce0>;
0x35c9d;:0;CMP	0x462c4(%RIP),%RAX;
0x35ca4;:0;JE	35cb0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xce0>;
0x35ca6;:0;CALL	70d0 <PyNumber_Remainder@plt>;
0x35cab;:0;MOV	%RAX,%R14;
0x35cae;:0;JMP	35cb8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xce8>;
0x35cb0;:0;CALL	70f0 <PyUnicode_Format@plt>;
0x35cb5;:0;MOV	%RAX,%R14;
0x35cb8;:0;TEST	%R14,%R14;
0x35cbb;:0;JE	36252 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1282>;
0x35cc1;:0;MOV	0x4afa8(%RIP),%RDI;
0x35cc8;:0;LEA	0x128(%RSP),%RSI;
0x35cd0;:0;MOVQ	$0,0x120(%RSP);
0x35cdc;:0;MOV	%R14,0x128(%RSP);
0x35ce4;:0;CALL	190f0 <_ZL27__Pyx_PyObject_FastCallDictP7_objectPS0_mS0_.constprop.0>;
0x35ce9;:0;MOV	%RAX,%R13;
0x35cec;:0;TEST	%RAX,%RAX;
0x35cef;:0;JE	362d5 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1305>;
0x35cf5;:0;MOV	(%R14),%RAX;
0x35cf8;:0;TEST	%EAX,%EAX;
0x35cfa;:0;JS	35d0d <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xd3d>;
0x35cfc;:0;SUB	$0x1,%RAX;
0x35d00;:0;MOV	%RAX,(%R14);
0x35d03;:0;JNE	35d0d <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xd3d>;
0x35d05;:0;MOV	%R14,%RDI;
0x35d08;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35d0d;:0;XOR	%ESI,%ESI;
0x35d0f;:0;MOV	%R13,%RDI;
0x35d12;:0;CALL	18cf0 <_ZL11__Pyx_RaiseP7_objectS0_S0_S0_.constprop.0>;
0x35d17;:0;MOV	(%R13),%RAX;
0x35d1b;:0;TEST	%EAX,%EAX;
0x35d1d;:0;JS	35d31 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xd61>;
0x35d1f;:0;SUB	$0x1,%RAX;
0x35d23;:0;MOV	%RAX,(%R13);
0x35d27;:0;JNE	35d31 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xd61>;
0x35d29;:0;MOV	%R13,%RDI;
0x35d2c;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35d31;:0;MOVQ	$0,(%RSP);
0x35d39;:0;XOR	%R14D,%R14D;
0x35d3c;:0;MOV	$0x3e0,%EBX;
0x35d41;:0;MOV	$0x8481,%ESI;
0x35d46;:0;MOVB	$0x1,0xf(%RSP);
0x35d4b;:0;JMP	359ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1e>;
0x35d50;:0;MOV	%R14,%RDI;
0x35d53;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35d58;:0;JMP	35296 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x2c6>;
0x35d5d;:0;MOV	%RBP,%RDI;
0x35d60;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35d65;:0;JMP	352c3 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x2f3>;
0x35d6a;:0;MOV	$0x8493,%ESI;
0x35d6f;:0;MOV	$0x3e3,%EBX;
0x35d74;:0;JMP	35b90 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xbc0>;
0x35d79;:0;CALL	7360 <PyObject_GetAttr@plt>;
0x35d7e;:0;MOV	%RAX,%R15;
0x35d81;:0;JMP	350b6 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xe6>;
0x35d86;:0;CALL	7380 <PyErr_Occurred@plt>;
0x35d8b;:0;TEST	%RAX,%RAX;
0x35d8e;:0;JNE	35da4 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xdd4>;
0x35d90;:0;MOV	%R13,%RDI;
0x35d93;:0;CALL	22910 <_ZL20__Pyx_GetBuiltinNameP7_object>;
0x35d98;:0;MOV	%RAX,%RBP;
0x35d9b;:0;TEST	%RAX,%RAX;
0x35d9e;:0;JNE	350ef <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x11f>;
0x35da4;:0;MOVB	$0x1,0xf(%RSP);
0x35da9;:0;XOR	%R14D,%R14D;
0x35dac;:0;XOR	%R8D,%R8D;
0x35daf;:0;XOR	%R12D,%R12D;
0x35db2;:0;MOVQ	$0,(%RSP);
0x35dba;:0;XOR	%R13D,%R13D;
0x35dbd;:0;MOV	$0x8495,%ESI;
0x35dc2;:0;MOV	$0x3e3,%EBX;
0x35dc7;:0;JMP	35970 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9a0>;
0x35dcc;:0;MOV	%R14,%RDI;
0x35dcf;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35dd4;:0;JMP	3531b <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x34b>;
0x35dd9;:0;MOVB	$0x1,0xf(%RSP);
0x35dde;:0;MOV	$0x849a,%ESI;
0x35de3;:0;MOV	$0x3e3,%EBX;
0x35de8;:0;MOVQ	$0,(%RSP);
0x35df0;:0;XOR	%R8D,%R8D;
0x35df3;:0;XOR	%R12D,%R12D;
0x35df6;:0;XOR	%R14D,%R14D;
0x35df9;:0;JMP	359a4 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9d4>;
0x35dfe;:0;MOV	%R12,%RDI;
0x35e01;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35e06;:0;JMP	3559c <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x5cc>;
0x35e0b;:0;MOVQ	$0,(%RSP);
0x35e13;:0;XOR	%R14D,%R14D;
0x35e16;:0;MOV	$0x3e7,%EBX;
0x35e1b;:0;MOV	$0x84c1,%ESI;
0x35e20;:0;MOVB	$0x1,0xf(%RSP);
0x35e25;:0;JMP	359ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1e>;
0x35e2a;:0;MOV	%RBP,%RDI;
0x35e2d;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35e32;:0;JMP	35781 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x7b1>;
0x35e37;:0;MOV	%RBP,%RDI;
0x35e3a;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35e3f;:0;JMP	358be <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x8ee>;
0x35e44;:0;MOV	$0x84f7,%ESI;
0x35e49;:0;MOV	$0x3ec,%EBX;
0x35e4e;:0;JMP	3590f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x93f>;
0x35e53;:0;MOV	%R12,0x120(%RSP);
0x35e5b;:0;MOV	%R12,%R14;
0x35e5e;:0;XOR	%R15D,%R15D;
0x35e61;:0;XOR	%EBP,%EBP;
0x35e63;:0;MOVDQA	0x120(%RSP),%XMM4;
0x35e6c;:0;MOVDQA	0x130(%RSP),%XMM5;
0x35e75;:0;MOVDQA	0x140(%RSP),%XMM6;
0x35e7e;:0;MOVDQA	0x150(%RSP),%XMM7;
0x35e87;:0;MOVDQA	0x1a0(%RSP),%XMM3;
0x35e90;:0;MOVAPS	%XMM4,0x50(%RSP);
0x35e95;:0;MOVDQA	0x160(%RSP),%XMM4;
0x35e9e;:0;MOVDQA	0x1b0(%RSP),%XMM2;
0x35ea7;:0;MOVAPS	%XMM5,0x60(%RSP);
0x35eac;:0;MOVDQA	0x170(%RSP),%XMM5;
0x35eb5;:0;MOVAPS	%XMM6,0x70(%RSP);
0x35eba;:0;MOVDQA	0x180(%RSP),%XMM6;
0x35ec3;:0;MOVAPS	%XMM7,0x80(%RSP);
0x35ecb;:0;MOVDQA	0x190(%RSP),%XMM7;
0x35ed4;:0;MOVAPS	%XMM4,0x90(%RSP);
0x35edc;:0;MOVDQA	0x1c0(%RSP),%XMM4;
0x35ee5;:0;MOVAPS	%XMM5,0xa0(%RSP);
0x35eed;:0;MOVDQA	0x1d0(%RSP),%XMM5;
0x35ef6;:0;MOVAPS	%XMM6,0xb0(%RSP);
0x35efe;:0;MOVDQA	0x1e0(%RSP),%XMM6;
0x35f07;:0;MOVAPS	%XMM7,0xc0(%RSP);
0x35f0f;:0;MOVAPS	%XMM3,0xd0(%RSP);
0x35f17;:0;MOVAPS	%XMM2,0xe0(%RSP);
0x35f1f;:0;MOVAPS	%XMM4,0xf0(%RSP);
0x35f27;:0;MOVAPS	%XMM5,0x100(%RSP);
0x35f2f;:0;MOVAPS	%XMM6,0x110(%RSP);
0x35f37;:0;JMP	35586 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x5b6>;
0x35f3c;:0;MOV	0x49e8d(%RIP),%RSI;
0x35f43;:0;MOV	%R12,%RDI;
0x35f46;:0;CALL	15240 <_ZL25__Pyx_PyObject_GetAttrStrP7_objectS0_>;
0x35f4b;:0;MOV	%RAX,%R14;
0x35f4e;:0;TEST	%RAX,%RAX;
0x35f51;:0;JE	36326 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1356>;
0x35f57;:0;MOV	0x49c12(%RIP),%RDI;
0x35f5e;:0;CMP	0x46063(%RIP),%RDI;
0x35f65;:0;JE	36315 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1345>;
0x35f6b;:0;MOV	0x8(%RAX),%RAX;
0x35f6f;:0;TESTB	$0x10,0xab(%RAX);
0x35f76;:0;JE	35f85 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xfb5>;
0x35f78;:0;CMP	0x45fe9(%RIP),%RAX;
0x35f7f;:0;JNE	36315 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1345>;
0x35f85;:0;MOV	%R14,%RSI;
0x35f88;:0;CALL	70f0 <PyUnicode_Format@plt>;
0x35f8d;:0;MOV	%RAX,(%RSP);
0x35f91;:0;CMPQ	$0,(%RSP);
0x35f96;:0;MOV	(%R14),%RAX;
0x35f99;:0;JE	36342 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1372>;
0x35f9f;:0;TEST	%EAX,%EAX;
0x35fa1;:0;JS	35fb0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xfe0>;
0x35fa3;:0;SUB	$0x1,%RAX;
0x35fa7;:0;MOV	%RAX,(%R14);
0x35faa;:0;JE	361e3 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1213>;
0x35fb0;:0;MOV	(%RSP),%RBX;
0x35fb4;:0;MOV	0x4acb5(%RIP),%RDI;
0x35fbb;:0;LEA	0x128(%RSP),%RSI;
0x35fc3;:0;MOVQ	$0,0x120(%RSP);
0x35fcf;:0;MOV	%RBX,0x128(%RSP);
0x35fd7;:0;CALL	190f0 <_ZL27__Pyx_PyObject_FastCallDictP7_objectPS0_mS0_.constprop.0>;
0x35fdc;:0;MOV	%RAX,%R13;
0x35fdf;:0;TEST	%RAX,%RAX;
0x35fe2;:0;JE	36359 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1389>;
0x35fe8;:0;MOV	(%RBX),%RAX;
0x35feb;:0;TEST	%EAX,%EAX;
0x35fed;:0;JS	35ffc <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x102c>;
0x35fef;:0;SUB	$0x1,%RAX;
0x35ff3;:0;MOV	%RAX,(%RBX);
0x35ff6;:0;JE	36218 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1248>;
0x35ffc;:0;XOR	%ESI,%ESI;
0x35ffe;:0;MOV	%R13,%RDI;
0x36001;:0;CALL	18cf0 <_ZL11__Pyx_RaiseP7_objectS0_S0_S0_.constprop.0>;
0x36006;:0;MOV	(%R13),%RAX;
0x3600a;:0;TEST	%EAX,%EAX;
0x3600c;:0;JS	3601c <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x104c>;
0x3600e;:0;SUB	$0x1,%RAX;
0x36012;:0;MOV	%RAX,(%R13);
0x36016;:0;JE	3620b <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x123b>;
0x3601c;:0;MOVQ	$0,(%RSP);
0x36024;:0;XOR	%R14D,%R14D;
0x36027;:0;MOV	$0x3e4,%EBX;
0x3602c;:0;MOV	$0x84af,%ESI;
0x36031;:0;MOVB	$0x1,0xf(%RSP);
0x36036;:0;JMP	359ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1e>;
0x3603b;:0;CALL	7360 <PyObject_GetAttr@plt>;
0x36040;:0;MOV	%RAX,%R14;
0x36043;:0;JMP	3524f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x27f>;
0x36048;:0;MOV	$0x3e8,%EBX;
0x3604d;:0;MOV	$0x84cd,%ESI;
0x36052;:0;JMP	359ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1e>;
0x36057;:0;MOV	%R12,%RDI;
0x3605a;:0;MOV	%R8,0x38(%RSP);
0x3605f;:0;CALL	7800 <_Py_Dealloc@plt>;
0x36064;:0;MOV	0x38(%RSP),%R8;
0x36069;:0;JMP	353a5 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x3d5>;
0x3606e;:0;MOV	%R14,%R13;
0x36071;:0;MOV	$0x84cf,%ESI;
0x36076;:0;MOV	$0x3e8,%EBX;
0x3607b;:0;JMP	35df0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xe20>;
0x36080;:0;CALL	7380 <PyErr_Occurred@plt>;
0x36085;:0;TEST	%RAX,%RAX;
0x36088;:0;JE	352ad <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x2dd>;
0x3608e;:0;XOR	%R14D,%R14D;
0x36091;:0;MOV	$0x84d2,%ESI;
0x36096;:0;MOV	$0x3e8,%EBX;
0x3609b;:0;XOR	%R8D,%R8D;
0x3609e;:0;XOR	%R12D,%R12D;
0x360a1;:0;XOR	%R13D,%R13D;
0x360a4;:0;JMP	35989 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9b9>;
0x360a9;:0;NOPL	(%RAX);
0x360b0;:0;MOV	%R8,%RDI;
0x360b3;:0;CALL	7800 <_Py_Dealloc@plt>;
0x360b8;:0;JMP	353dd <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x40d>;
0x360bd;:0;MOV	$0x3ec,%EBX;
0x360c2;:0;MOV	$0x84dd,%ESI;
0x360c7;:0;JMP	359ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1e>;
0x360cc;:0;MOV	%R13,%RDI;
0x360cf;:0;CALL	7800 <_Py_Dealloc@plt>;
0x360d4;:0;JMP	3540d <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x43d>;
0x360d9;:0;MOV	%RBP,%RDI;
0x360dc;:0;CALL	7800 <_Py_Dealloc@plt>;
0x360e1;:0;JMP	35437 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x467>;
0x360e6;:0;MOV	%R15,%RDI;
0x360e9;:0;CALL	7800 <_Py_Dealloc@plt>;
0x360ee;:0;JMP	35421 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x451>;
0x360f3;:0;MOV	%R14,%RBP;
0x360f6;:0;XOR	%R8D,%R8D;
0x360f9;:0;XOR	%R12D,%R12D;
0x360fc;:0;XOR	%R14D,%R14D;
0x360ff;:0;MOV	$0x84df,%ESI;
0x36104;:0;MOV	$0x3ec,%EBX;
0x36109;:0;JMP	35989 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9b9>;
0x3610e;:0;CALL	7360 <PyObject_GetAttr@plt>;
0x36113;:0;MOV	%RAX,%R13;
0x36116;:0;JMP	352fe <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x32e>;
0x3611b;:0;MOV	$0x84e2,%ESI;
0x36120;:0;MOV	$0x3ec,%EBX;
0x36125;:0;JMP	35df0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xe20>;
0x3612a;:0;MOV	$0x84e4,%ESI;
0x3612f;:0;MOV	$0x3ec,%EBX;
0x36134;:0;MOV	%R15,%R14;
0x36137;:0;XOR	%R8D,%R8D;
0x3613a;:0;XOR	%R12D,%R12D;
0x3613d;:0;JMP	35989 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9b9>;
0x36142;:0;XOR	%R14D,%R14D;
0x36145;:0;XOR	%R8D,%R8D;
0x36148;:0;XOR	%R12D,%R12D;
0x3614b;:0;MOV	$0x84e9,%ESI;
0x36150;:0;MOV	$0x3ec,%EBX;
0x36155;:0;JMP	35970 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9a0>;
0x3615a;:0;XOR	%R14D,%R14D;
0x3615d;:0;MOV	$0x84f0,%ESI;
0x36162;:0;MOV	$0x3ec,%EBX;
0x36167;:0;XOR	%R12D,%R12D;
0x3616a;:0;JMP	35970 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9a0>;
0x3616f;:0;XOR	%R14D,%R14D;
0x36172;:0;XOR	%R8D,%R8D;
0x36175;:0;MOV	$0x84eb,%ESI;
0x3617a;:0;MOV	$0x3ec,%EBX;
0x3617f;:0;JMP	35970 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9a0>;
0x36184;:0;MOVB	$0x1,0xf(%RSP);
0x36189;:0;XOR	%R14D,%R14D;
0x3618c;:0;MOV	$0x3e7,%EBX;
0x36191;:0;MOV	$0x84c1,%ESI;
0x36196;:0;JMP	359ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1e>;
0x3619b;:0;XOR	%R14D,%R14D;
0x3619e;:0;MOV	$0x84ed,%ESI;
0x361a3;:0;MOV	$0x3ec,%EBX;
0x361a8;:0;JMP	35970 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9a0>;
0x361ad;:0;XOR	%R14D,%R14D;
0x361b0;:0;XOR	%R8D,%R8D;
0x361b3;:0;MOV	$0x84f2,%ESI;
0x361b8;:0;MOV	$0x3ec,%EBX;
0x361bd;:0;JMP	35970 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9a0>;
0x361c2;:0;MOV	$0x405,%EBX;
0x361c7;:0;MOV	$0x85d9,%ESI;
0x361cc;:0;JMP	359ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1e>;
0x361d1;:0;MOV	%R14,%R15;
0x361d4;:0;MOV	$0x85db,%ESI;
0x361d9;:0;MOV	$0x405,%EBX;
0x361de;:0;JMP	36134 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1164>;
0x361e3;:0;MOV	%R14,%RDI;
0x361e6;:0;CALL	7800 <_Py_Dealloc@plt>;
0x361eb;:0;JMP	35fb0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xfe0>;
0x361f0;:0;MOV	%R13,%R15;
0x361f3;:0;XOR	%R8D,%R8D;
0x361f6;:0;XOR	%R12D,%R12D;
0x361f9;:0;XOR	%R13D,%R13D;
0x361fc;:0;MOV	$0x85de,%ESI;
0x36201;:0;MOV	$0x405,%EBX;
0x36206;:0;JMP	35970 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9a0>;
0x3620b;:0;MOV	%R13,%RDI;
0x3620e;:0;CALL	7800 <_Py_Dealloc@plt>;
0x36213;:0;JMP	3601c <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x104c>;
0x36218;:0;MOV	(%RSP),%RDI;
0x3621c;:0;CALL	7800 <_Py_Dealloc@plt>;
0x36221;:0;JMP	35ffc <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x102c>;
0x36226;:0;LEA	-0x1(%RAX),%ESI;(154) 
0x36229;:0;MOV	$0x8610,%EDX;(154) 
0x3622e;:0;LEA	0x352f3(%RIP),%RDI;(154) 
0x36235;:0;XOR	%EAX,%EAX;(154) 
0x36237;:0;CALL	16c80 <_ZL16__pyx_fatalerrorPKcz.constprop.0>;(154) 
0x3623c;:0;LEA	-0x1(%RAX),%ESI;(154) 
0x3623f;:0;MOV	$0x8611,%EDX;(154) 
0x36244;:0;LEA	0x352dd(%RIP),%RDI;(154) 
0x3624b;:0;XOR	%EAX,%EAX;(154) 
0x3624d;:0;CALL	16c80 <_ZL16__pyx_fatalerrorPKcz.constprop.0>;(154) 
0x36252;:0;MOVB	$0x1,0xf(%RSP);(154) 
0x36257;:0;MOV	$0x3e1,%EBX;(154) 
0x3625c;:0;MOV	$0x8472,%ESI;(154) 
0x36261;:0;MOVQ	$0,(%RSP);(154) 
0x36269;:0;JMP	359ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1e>;(154) 
0x3626e;:0;MOV	0x18(%R13),%R15;
0x36272;:0;TEST	%R15,%R15;
0x36275;:0;JE	35882 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x8b2>;
