ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 4031;libtensorflow_framework.so.2;;std::_Rb_tree<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul>, std::pair<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> const, tsl::monitoring::CounterCell>, std::_Select1st<std::pair<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> const, tsl::monitoring::CounterCell> >, std::less<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> >, std::allocator<std::pair<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> const, tsl::monitoring::CounterCell> > >::find(std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> const&);Single;0;0;0.01;1.00;1.00;13.33;3.13;6;0.00;11.93;6.25;6.25;6.25;0.47;2.00
Loop 2869;libpython3.12.so.1.0;ceval.c:1341-1344;initialize_locals;Single;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 1413;libpython3.12.so.1.0;typeobject.c:225-231,typeobject.c:10215-10231,pycore_pystate.h:118-118;do_super_lookup;Single;0;0;0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loop 1375;libpython3.12.so.1.0;tupleobject.c:607-608;tupletraverse;Single;0;0;0.01;1.00;1.00;11.43;1.20;2;0.00;11.72;1.50;1.50;1.50;0.13;1.25
Loop 1211;libpython3.12.so.1.0;odictobject.c:805-823;odict_richcompare;Single;0;0;0.01;1.00;1.00;12.80;1.60;1;0.00;11.61;4.00;4.00;4.00;0.31;2.50
Loop 1206;libpython3.12.so.1.0;dictobject.c:2737-2743,dictobject.c:2750-2751,dictobject.c:2759-2760,dictobject.c:2769-2774,object.h:234-234,object.h:243-243,object.h:644-647,object.h:701-706,object.h:967-967;PyDict_MergeFromSeq2;Single;0;0;0.01;1.00;1.00;21.13;2.13;648;0.00;10.40;17.00;17.00;17.00;0.80;8.00
Loop 1168;libpython3.12.so.1.0;dictobject.c:5588-5589;_PyObject_VisitManagedDict;Single;0;0;0.01;1.00;1.00;11.13;1.28;2;0.00;11.72;1.60;1.60;1.60;0.14;1.25
Loop 1167;libpython3.12.so.1.0;dictobject.c:5570-5571,object.h:243-243,object.h:701-706,object.h:798-798;_PyObject_FreeInstanceAttributes;Single;0;0;0.01;1.00;1.00;10.58;1.20;4;0.00;11.80;1.95;1.95;1.95;0.18;1.63
Loop 1149;libpython3.12.so.1.0;dictobject.c:1150-1153,pycore_gc.h:37-40;_PyDict_MaybeUntrack;Single;0;0;0.01;1.00;1.00;9.96;1.42;3;0.00;12.15;2.37;2.37;2.37;0.24;1.67
Loop 1148;libpython3.12.so.1.0;dictobject.c:284-284,dictobject.c:3154-3175,dictobject.c:3184-3185,dictobject.c:3193-3197,pycore_dict.h:135-135,object.h:243-243,object.h:644-647,object.h:701-706;dict_richcompare;Single;0;0;0.01;1.00;1.00;14.37;2.55;652;0.00;9.78;20.40;20.40;20.40;1.42;8.00
Loop 952;libpython3.12.so.1.0;longobject.c:121-122;x_add;Single;0;0;0.01;1.00;1.00;16.00;1.00;1;0.00;6.25;2.00;2.00;2.00;0.13;2.00
Loop 631;libpython3.12.so.1.0;codeobject.c:1858-1862;code_hash;Single;0;0;0.01;1.00;1.00;13.18;1.00;1;0.00;10.94;8.00;8.00;8.00;0.61;8.00
Loop 295;libpython3.12.so.1.0;abstract.c:2626-2629;PyObject_IsInstance;Single;0;0;0.01;1.00;1.00;14.40;1.80;1;0.00;10.94;1.80;1.80;1.80;0.13;1.00
